#Romname;Title;Emulator;Cloneof;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Favourite;Tags;PlayedCount;PlayedTime;FileIsAvailable
garou;Garou - Mark of the Wolves (NGM-2530);mame;;1999;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
garoup;Garou - Mark of the Wolves (prototype);mame;garou;1999;SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;garou;Garou - Mark of the Wolves (NGM-2530);;4;;;0;;1
getstarb1;Get Star (bootleg set 1);mame;grdian;1986;bootleg;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;grdian;Guardian (US);;2;;;0;;1
getstarb2;Get Star (bootleg set 2);mame;grdian;1986;bootleg;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;grdian;Guardian (US);;2;;;0;;1
getstarj;Get Star (Japan);mame;grdian;1986;Toaplan / Taito;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;grdian;Guardian (US);;2;;;0;;1
denseib;Ghost Chaser Densei (SNES bootleg, set 1);mame;;1996;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;6;;;0;;1
denseib2;Ghost Chaser Densei (SNES bootleg, set 2);mame;denseib;1996;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;denseib;Ghost Chaser Densei (SNES bootleg, set 1);;6;;;0;;1
gigaman2;Giga Man 2: The Power Fighters (bootleg of Mega Man 2: The Power Fighters);mame;megaman2;1996;bootleg;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;megaman2;Mega Man 2: The Power Fighters (USA 960708);;3;;;0;;1
gladiatr;Gladiator (US);mame;;1986;Allumer / Taito America Corporation;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
gblchmp;Global Champion (Ver 2.1A 1994/07/29);mame;kaiserkn;1994;Taito America Corporation;Fighter / Versus;2P sim;0;joystick (8-way),dial,joystick (8-way),dial;imperfect;1;raster;kaiserkn;Kaiser Knuckle (Ver 2.1O 1994/07/29);;6;;;0;;1
godzilla;Godzilla (Japan);mame;;1993;Banpresto;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
plegends;Gogetsuji Legends (US, Ver. 95.06.20);mame;;1995;Atlus;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
gaxeduel;Golden Axe - The Duel (JUETL 950117 V1.000);mame;;1994;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;stvbios;ST-V Bios;;6;;;0;;1
goldnaxeb2;Golden Axe (bootleg);mame;goldnaxe;1989;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxeb1;Golden Axe (encrypted bootleg);mame;goldnaxe;1989;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
mt_gaxe;Golden Axe (Mega-Tech);mame;;1989;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;2;raster;megatech;Mega-Tech;;4;;;0;;1
goldnaxe1d;Golden Axe (set 1, World) (bootleg of FD1094 317-0110 set);mame;goldnaxe;1989;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxe1;Golden Axe (set 1, World) (FD1094 317-0110);mame;goldnaxe;1989;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxe2;Golden Axe (set 2, US) (8751 317-0112);mame;goldnaxe;1989;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxe3d;Golden Axe (set 3, World) (bootleg of FD1094 317-0120 set);mame;goldnaxe;1989;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxe3;Golden Axe (set 3, World) (FD1094 317-0120);mame;goldnaxe;1989;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxejd;Golden Axe (set 4, Japan) (bootleg of FD1094 317-0121 set);mame;goldnaxe;1989;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxej;Golden Axe (set 4, Japan) (FD1094 317-0121);mame;goldnaxe;1989;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxeud;Golden Axe (set 5, US) (bootleg of FD1094 317-0122 set);mame;goldnaxe;1989;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxeu;Golden Axe (set 5, US) (FD1094 317-0122);mame;goldnaxe;1989;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;goldnaxe;Golden Axe (set 6, US) (8751 317-123A);;3;;;0;;1
goldnaxe;Golden Axe (set 6, US) (8751 317-123A);mame;;1989;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
mp_gaxe2a;Golden Axe II (Mega Play);mame;mp_gaxe2;1993;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;mp_gaxe2;Golden Axe II (Mega Play) (Rev B);;3;;;0;;1
mp_gaxe2;Golden Axe II (Mega Play) (Rev B);mame;;1993;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;megaplay;Mega Play BIOS;;3;;;0;;1
mt_gaxe2;Golden Axe II (Mega-Tech);mame;;1991;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;2;raster;megatech;Mega-Tech;;4;;;0;;1
ga2j;Golden Axe: The Revenge of Death Adder (Japan);mame;ga2;1992;Sega;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;ga2;Golden Axe: The Revenge of Death Adder (World, Rev B);;3;;;0;;1
ga2u;Golden Axe: The Revenge of Death Adder (US, Rev A);mame;ga2;1992;Sega;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;ga2;Golden Axe: The Revenge of Death Adder (World, Rev B);;3;;;0;;1
ga2;Golden Axe: The Revenge of Death Adder (World, Rev B);mame;;1992;Sega;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
gcastle;Golden Castle (prototype?);mame;gladiatr;1986;Allumer / Taito Corporation;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;gladiatr;Gladiator (US);;3;;;0;;1
plegendsj;Gouketsuji Gaiden - Saikyou Densetsu (Japan, Ver. 95.06.20);mame;plegends;1995;Atlus;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;plegends;Gogetsuji Legends (US, Ver. 95.06.20);;4;;;0;;1
powerinspj;Gouketsuji Ichizoku (Japan, prototype);mame;powerins;1993;Atlus;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;powerins;Power Instinct (USA);;4;;;0;;1
powerinsj;Gouketsuji Ichizoku (Japan);mame;powerins;1993;Atlus;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;powerins;Power Instinct (USA);;4;;;0;;1
pwrinst2j;Gouketsuji Ichizoku 2 (Japan, Ver. 94.04.08);mame;pwrinst2;1994;Atlus;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;pwrinst2;Power Instinct 2 (US, Ver. 94.04.08);;4;;;0;;1
goketsuj;Gouketsuji Ichizoku: Senzo Kuyou (v200906230);mame;;2009;Atlus;Fighter / 2D;2P sim;0;;preliminary;1;raster;;;chd;0;;;0;;1
greatgur;Great Gurianos (Japan?);mame;gladiatr;1986;Allumer / Taito Corporation;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;gladiatr;Gladiator (US);;3;;;0;;1
groovef;Groove on Fight - Gouketsuji Ichizoku 3 (J 970416 V1.001);mame;;1997;Atlus;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;stvbios;ST-V Bios;;6;;;0;;1
growlu;Growl (US);mame;growl;1990;Taito America Corporation;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;growl;Growl (World, Rev 1);;3;;;0;;1
growlp;Growl (World, prototype);mame;growl;1990;Taito Corporation Japan;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;growl;Growl (World, Rev 1);;3;;;0;;1
growl;Growl (World, Rev 1);mame;;1990;Taito Corporation Japan;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
growla;Growl (World);mame;growl;1990;Taito Corporation Japan;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;growl;Growl (World, Rev 1);;3;;;0;;1
grdian;Guardian (US);mame;;1986;Toaplan / Taito America Corporation (Kitkorp license);Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
grdians;Guardians / Denjin Makai II (P-FG01-1 PCB);mame;;1995;Winkysoft (Banpresto license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
grdiansa;Guardians / Denjin Makai II (P0-113A PCB);mame;grdians;1995;Winkysoft (Banpresto license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;grdians;Guardians / Denjin Makai II (P-FG01-1 PCB);;3;;;0;;1
guardian;Guardians of the 'Hood;mame;;1992;Atari Games;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;5;;;0;;1
ggisuka;Guilty Gear Isuka;mame;;2004;Arc System Works / Sammy;Fighter / Versus;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;awbios;Atomiswave BIOS;;6;;;0;;1
ggx;Guilty Gear X;mame;;2000;Arc System Works;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
ggx15;Guilty Gear X ver. 1.5;mame;;2003;Arc System Works / Sammy;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;awbios;Atomiswave BIOS;;6;;;0;;1
ggxx;Guilty Gear XX (GDL-0011);mame;;2002;Arc System Works;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;NAOMI GD-ROM BIOS;chd;6;;;0;;1
ggxxrl;Guilty Gear XX #Reload (Japan, Rev A) (GDL-0019A);mame;;2003;Arc System Works;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;NAOMI GD-ROM BIOS;chd;6;;;0;;1
ggxxrlo;Guilty Gear XX #Reload (Japan) (GDL-0019);mame;ggxxrl;2003;Arc System Works;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;ggxxrl;Guilty Gear XX #Reload (Japan, Rev A) (GDL-0019A);chd;6;;;0;;1
ggxxac;Guilty Gear XX Accent Core (Japan) (GDL-0041);mame;;2006;Arc System Works;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;NAOMI GD-ROM BIOS;chd;6;;;0;;1
ggxxsla;Guilty Gear XX Slash (Japan, Rev A) (GDL-0033A);mame;;2005;Arc System Works;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;NAOMI GD-ROM BIOS;chd;6;;;0;;1
gunmast;Gun Master;mame;;1994;Metro;Fighter / Versus Co-op;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
gdvsgd;Gundam vs. Gundam (GVS1 Ver. A);mame;;2008;Capcom / Bandai;Fighter / Versus;1P;0;;preliminary;1;raster;sys256;System 256 BIOS;chd;0;;;0;;1
endless;Gundam Wing: Endless Duel (SNES bootleg, set 1);mame;;1996;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;6;;;0;;1
endlessa;Gundam Wing: Endless Duel (SNES bootleg, set 2);mame;endless;1996;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;endless;Gundam Wing: Endless Duel (SNES bootleg, set 1);;6;;;0;;1
hachoo;Hachoo!;mame;;1989;Jaleco;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
hangzo;Hangzo (Japan, prototype);mame;;1992;Hot-B;Fighter / 2D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
hvnsgate;Heaven's Gate;mame;;1996;Racdym / Atlus;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;coh1001l;Atlus PSX;;3;;;0;;1
hmgeo;Heavy Metal: Geomatrix (Rev B);mame;;2001;Capcom;Fighter / 3D;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
hippodrm;Hippodrome (US);mame;;1989;Data East USA;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
buraikenb;Hissatsu Buraiken (Japan, bootleg?);mame;avengers;1987;Capcom;Fighter / Vertical;2P sim;90;joystick (8-way),joystick (8-way);good;1;raster;avengers;Avengers (US, revision C);;2;;;0;;1
buraiken;Hissatsu Buraiken (Japan, revision A);mame;avengers;1987;Capcom;Fighter / Vertical;2P sim;90;joystick (8-way),joystick (8-way);good;1;raster;avengers;Avengers (US, revision C);;2;;;0;;1
hiryuken;Hokuha Syourin Hiryu no Ken;mame;shangkid;1985;Taiyo System (Taito license);Fighter / Versus;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;shangkid;Shanghai Kid;;2;;;0;;1
holo;Holosseum (US, Rev A);mame;;1992;Sega;Fighter / Versus;2P sim;180;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
hookj;Hook (Japan);mame;hook;1992;Irem;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;hook;Hook (World);;2;;;0;;1
hooku;Hook (US);mame;hook;1992;Irem America;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;hook;Hook (World);;2;;;0;;1
hook;Hook (World);mame;;1992;Irem;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
wofhfh;Huo Feng Huang (Chinese bootleg of Sangokushi II);mame;wof;1999;bootleg;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;wof;Warriors of Fate (World 921031);;3;;;0;;1
hsf2d;Hyper Street Fighter II: The Anniversary Edition (Asia 040202 Phoenix Edition) (bootleg);mame;hsf2;2004;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;hsf2;Hyper Street Fighter II: The Anniversary Edition (USA 040202);;6;;;0;;1
hsf2a;Hyper Street Fighter II: The Anniversary Edition (Asia 040202);mame;hsf2;2004;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;hsf2;Hyper Street Fighter II: The Anniversary Edition (USA 040202);;6;;;0;;1
hsf2j1;Hyper Street Fighter II: The Anniversary Edition (Japan 031222);mame;hsf2;2004;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;hsf2;Hyper Street Fighter II: The Anniversary Edition (USA 040202);;6;;;0;;1
hsf2j;Hyper Street Fighter II: The Anniversary Edition (Japan 040202);mame;hsf2;2004;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;hsf2;Hyper Street Fighter II: The Anniversary Edition (USA 040202);;6;;;0;;1
hsf2;Hyper Street Fighter II: The Anniversary Edition (USA 040202);mame;;2004;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;0;;1
iron;Iron (SNES bootleg);mame;;1996;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;6;;;0;;1
jchana;Jackie Chan - The Kung-Fu Master (rev 3?);mame;jchan;1995;Kaneko;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;jchan;Jackie Chan - The Kung-Fu Master (rev 4?);;4;;;0;;1
jchan;Jackie Chan - The Kung-Fu Master (rev 4?);mame;;1995;Kaneko;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;0;;1
jchan2;Jackie Chan in Fists of Fire;mame;;1995;Kaneko;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;0;;1
jingystm;Jingi Storm - The Arcade (Japan) (GDL-0037);mame;;2006;Atrativa Japan;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;NAOMI GD-ROM BIOS;chd;6;;;0;;1
jojojr2;JoJo no Kimyou na Bouken (Japan 981202);mame;jojo;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;JoJo's Venture (Euro 990128);chd;6;;;0;;1
jojojr1;JoJo no Kimyou na Bouken (Japan 990108);mame;jojo;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;JoJo's Venture (Euro 990128);chd;6;;;0;;1
jojoj;JoJo no Kimyou na Bouken (Japan 990128);mame;jojo;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;JoJo's Venture (Euro 990128);chd;6;;;0;;1
jojobanr1;JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990913, NO CD);mame;jojoba;1999;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojoba;JoJo's Bizarre Adventure (Euro 990927);;6;;;0;;1
jojobajr1;JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990913);mame;jojoba;1999;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojoba;JoJo's Bizarre Adventure (Euro 990927);chd;6;;;0;;1
jojoban;JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990927, NO CD);mame;jojoba;1999;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojoba;JoJo's Bizarre Adventure (Euro 990927);;6;;;0;;1
jojobaj;JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990927);mame;jojoba;1999;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojoba;JoJo's Bizarre Adventure (Euro 990927);chd;6;;;0;;1
jojobaner1;JoJo's Bizarre Adventure (Euro 990913, NO CD);mame;jojoba;1999;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojoba;JoJo's Bizarre Adventure (Euro 990927);;6;;;0;;1
jojobar1;JoJo's Bizarre Adventure (Euro 990913);mame;jojoba;1999;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojoba;JoJo's Bizarre Adventure (Euro 990927);chd;6;;;0;;1
jojobane;JoJo's Bizarre Adventure (Euro 990927, NO CD);mame;jojoba;1999;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojoba;JoJo's Bizarre Adventure (Euro 990927);;6;;;0;;1
jojoba;JoJo's Bizarre Adventure (Euro 990927);mame;;1999;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;chd;6;;;0;;1
jojonr2;JoJo's Venture (Asia 981202, NO CD);mame;jojo;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;JoJo's Venture (Euro 990128);;6;;;0;;1
jojoar2;JoJo's Venture (Asia 981202);mame;jojo;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;JoJo's Venture (Euro 990128);chd;6;;;0;;1
jojonr1;JoJo's Venture (Asia 990108, NO CD);mame;jojo;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;JoJo's Venture (Euro 990128);;6;;;0;;1
jojoar1;JoJo's Venture (Asia 990108);mame;jojo;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;JoJo's Venture (Euro 990128);chd;6;;;0;;1
jojon;JoJo's Venture (Asia 990128, NO CD);mame;jojo;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;JoJo's Venture (Euro 990128);;6;;;0;;1
jojoa;JoJo's Venture (Asia 990128);mame;jojo;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;JoJo's Venture (Euro 990128);chd;6;;;0;;1
jojor2;JoJo's Venture (Euro 981202);mame;jojo;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;JoJo's Venture (Euro 990128);chd;6;;;0;;1
jojor1;JoJo's Venture (Euro 990108);mame;jojo;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;JoJo's Venture (Euro 990128);chd;6;;;0;;1
jojo;JoJo's Venture (Euro 990128);mame;;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;chd;6;;;0;;1
jojour2;JoJo's Venture (USA 981202);mame;jojo;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;JoJo's Venture (Euro 990128);chd;6;;;0;;1
jojour1;JoJo's Venture (USA 990108);mame;jojo;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;JoJo's Venture (Euro 990128);chd;6;;;0;;1
jojou;JoJo's Venture (USA 990128);mame;jojo;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;jojo;JoJo's Venture (Euro 990128);chd;6;;;0;;1
jdreddp;Judge Dredd (rev TA1 7/12/92, location test);mame;;1993;Midway;Fighter / 3D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
jzth;Juezhan Tianhuang;mame;;2000;;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
jurassic99;Jurassic 99 (Cadillacs and Dinosaurs bootleg with EM78P447AP);mame;dino;1993;bootleg;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;dino;Cadillacs and Dinosaurs (World 930201);;2;;;0;;1
kabukizj;Kabuki-Z (Japan);mame;kabukiz;1988;Kaneko / Taito Corporation;Fighter / 2.5D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;kabukiz;Kabuki-Z (World);;2;;;0;;1
kabukiz;Kabuki-Z (World);mame;;1988;Kaneko / Taito Corporation Japan;Fighter / 2.5D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
kagekih;Kageki (hack);mame;kageki;1992;hack;Fighter / Versus;2P sim;90;joystick (8-way),joystick (8-way);good;1;raster;kageki;Kageki (World);;2;;;0;;1
kagekij;Kageki (Japan);mame;kageki;1988;Kaneko / Taito Corporation;Fighter / Versus;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;kageki;Kageki (World);;2;;;0;;1
kagekiu;Kageki (US);mame;kageki;1988;Kaneko / Taito America Corporation (Romstar license);Fighter / Versus;2P sim;90;joystick (8-way),joystick (8-way);good;1;raster;kageki;Kageki (World);;2;;;0;;1
kageki;Kageki (World);mame;;1988;Kaneko / Taito Corporation;Fighter / Versus;2P sim;90;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
kaiserknj;Kaiser Knuckle (Ver 2.1J 1994/07/29);mame;kaiserkn;1994;Taito Corporation;Fighter / Versus;2P sim;0;joystick (8-way),dial,joystick (8-way),dial;imperfect;1;raster;kaiserkn;Kaiser Knuckle (Ver 2.1O 1994/07/29);;6;;;0;;1
kaiserkn;Kaiser Knuckle (Ver 2.1O 1994/07/29);mame;;1994;Taito Corporation Japan;Fighter / Versus;2P sim;0;joystick (8-way),dial,joystick (8-way),dial;imperfect;1;raster;;;;6;;;0;;1
karatblzbl;Karate Blazers (bootleg with Street Smart sound hardware);mame;karatblz;1991;bootleg;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;karatblz;Karate Blazers (World, set 1);;4;;;0;;1
karatblzu;Karate Blazers (US);mame;karatblz;1991;Video System Co.;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;karatblz;Karate Blazers (World, set 1);;4;;;0;;1
karatblz;Karate Blazers (World, set 1);mame;;1991;Video System Co.;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
karatblza;Karate Blazers (World, set 2);mame;karatblz;1991;Video System Co.;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;karatblz;Karate Blazers (World, set 1);;4;;;0;;1
karatblzt;Karate Blazers (World, Tecmo license);mame;karatblz;1991;Video System Co. (Tecmo license);Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;karatblz;Karate Blazers (World, set 1);;4;;;0;;1
kchamptec;Karate Champ (Tecfri bootleg);mame;kchamp;1984;bootleg (Tecfri);Fighter / Versus;2P alt;90;double joystick (4-way),double joystick (4-way);good;1;raster;kchamp;Karate Champ (US);;0;;;0;;1
